#                                            ID                                       # sources in
# Name                    RA       Dec      Number   Rate/s   err/s     sigma  t(sec)  src  bkgd
PSZ1_G314.40-28.15  291.2762 -79.7908  159.00  0.00520  0.01076   0.48   260.17    0    0
PSZ1_G316.92-26.91  285.0543 -77.5357  160.00  0.00524  0.01215   0.43   211.40    0    0
PSZ1_G323.49+41.82  208.8776 -18.4754  161.00 -0.00347  0.00714  -0.49   280.45    0    0
PSZ1_G324.22+34.53  212.1512 -25.1274  162.00  0.00128  0.00860   0.15   326.10    0    0
PSZ1_G327.61-06.08  245.4434 -58.4759  163.00  0.10682  0.02377   4.49   271.15    1    2
PSZ1_G330.85+32.30  218.7281 -24.8977  164.00 -0.00102  0.00755  -0.14   371.34    0    0
PSZ1_G334.49-44.23  325.2580 -59.4816  165.00 -0.00345  0.00696  -0.50   369.66    0    0
PSZ1_G337.61+25.41  228.3568 -27.7361  166.00  0.00014  0.00841   0.02   358.25    0    0
PSZ1_G337.99+21.01  231.6376 -31.0959  167.00 -0.00308  0.00770  -0.40   391.77    0    1
PSZ1_G338.05+23.91  229.7079 -28.7224  168.00 -0.01564  0.00446  -3.51   364.49    0    2
PSZ1_G338.62+21.71  231.6894 -30.1883  169.00  0.00579  0.00923   0.63   385.06    0    0
PSZ1_G339.68+16.45  236.4668 -33.6849  170.00 -0.01111  0.00777  -1.43   389.09    0    0
PSZ1_G341.18-65.23  351.3460 -44.9790  171.00 -0.00950  0.01094  -0.87   146.93    0    1
PSZ1_G345.38-39.32  313.0533 -52.8398  172.00 -0.02077  0.05442  -0.38    17.18    0    0
PSZ1_G345.44-28.03  294.3913 -52.5009  173.00 -0.00164  0.01326  -0.12   150.85    0    0
PSZ1_G345.72+23.95  235.7994 -24.3103  174.00  0.00376  0.00837   0.45   404.61    0    0
PSZ1_G345.81+42.38  223.5563 -10.0365  175.00 -0.00771  0.00493  -1.56   408.04    0    0
PSZ1_G346.57+42.71  223.7973  -9.4330  176.00 -0.00421  0.00627  -0.67   410.78    0    0
PSZ1_G352.04+42.25  227.1930  -7.1584  177.00  0.00089  0.01183   0.08   195.09    0    0
PSZ1_G352.42-48.31  325.6210 -46.4662  178.00  0.00333  0.00696   0.48   368.81    0    1
PSZ1_G355.14+55.96  219.1889   4.1634  179.00 -0.00201  0.00629  -0.32   318.13    0    0
PSZ1_G356.52+23.38  243.7033 -17.6901  180.00  0.00273  0.00598   0.46   801.97    0    0
PSZ1_G357.43+30.60  238.6790 -12.2806  181.00  0.01142  0.00844   1.35   458.03    0    0
PSZ2_G002.04-22.15  291.3596 -36.5179  182.00  0.01007  0.01153   0.87   293.50    0    0
PSZ2_G002.88-22.45  292.0148 -35.8761  183.00  0.00776  0.01066   0.73   300.30    0    0
PSZ2_G003.21-76.04  358.3512 -33.2932  184.00  0.02787  0.01248   2.23   332.28    0    0
PSZ2_G006.16-69.49  350.5375 -34.5752  185.00 -0.01183  0.01372  -0.86    68.52    0    0
PSZ2_G008.70-31.44  304.2413 -33.3264  186.00  0.00221  0.00842   0.26   305.00    0    0
PSZ2_G009.04+31.09  244.5860  -4.1893  187.00  0.04201  0.01257   3.34   432.32    0    1
PSZ2_G010.76-16.91  288.9424 -26.9948  188.00  0.04909  0.01795   2.74   303.01    1    2
PSZ2_G013.06-75.46  356.8526 -31.1509  189.00  0.03007  0.01276   2.36   324.86    1    0
PSZ2_G014.72-62.49  341.6335 -32.2011  190.00  0.00533  0.00928   0.57   276.48    0    0
PSZ2_G017.25-70.71  351.1689 -30.6511  191.00 -0.00189  0.01361  -0.14   117.62    0    0
PSZ2_G017.72-51.40  328.7493 -30.1325  192.00 -0.00534  0.00494  -1.08   325.46    0    3
PSZ2_G018.73-15.49  290.7771 -19.3992  193.00  0.01985  0.01327   1.50   302.25    0    0
PSZ2_G018.76-61.65  340.6370 -30.3150  194.00  0.00110  0.00806   0.14   286.27    0    1
PSZ2_G018.92-33.64  309.2781 -25.5930  195.00  0.02699  0.01240   2.18   376.08    0    0
PSZ2_G022.03+17.75  262.1523  -1.2176  196.00 -0.00738  0.00665  -1.11   423.09    0    1
PSZ2_G023.05+20.52  260.1954   0.9685  197.00 -0.00805  0.00699  -1.15   486.30    0    0
PSZ2_G023.87-13.88  291.3960 -14.2055  198.00  0.03660  0.01486   2.46   288.27    0    0
PSZ2_G024.46-18.08  295.5951 -15.4358  199.00 -0.00643  0.00482  -1.33   334.04    0    1
PSZ2_G025.89-46.67  324.6775 -23.9849  200.00  0.00796  0.00876   0.91   343.11    0    0
PSZ2_G026.09-25.62  303.4278 -17.0252  201.00 -0.00028  0.00848  -0.03   303.20    0    0
PSZ2_G026.34-58.64  337.6572 -26.2664  202.00  0.00428  0.00870   0.49   295.13    0    0
PSZ2_G027.23+15.73  266.2912   2.2182  203.00 -0.00631  0.00782  -0.81   410.97    0    0
PSZ2_G027.28+23.79  259.1371   5.9642  204.00 -0.00294  0.00779  -0.38   516.67    0    0
PSZ2_G027.39+15.39  266.6612   2.1911  205.00 -0.01138  0.00652  -1.75   396.10    0    0
PSZ2_G027.77+10.88  270.8407   0.4327  206.00  0.00101  0.01086   0.09   342.71    0    1
PSZ2_G027.92+15.54  266.7672   2.7115  207.00  0.00416  0.00983   0.42   408.94    0    1
PSZ2_G027.99-69.85  350.2088 -27.0300  208.00  0.02441  0.02560   0.95   125.05    0    1
PSZ2_G028.15-08.62  288.4216  -8.1406  209.00  0.00745  0.00975   0.76   308.54    0    1
PSZ2_G029.66-47.63  326.4343 -21.7802  210.00  0.00516  0.00816   0.63   343.08    0    1
PSZ2_G029.80-17.40  297.1337 -10.5278  211.00  0.00682  0.01301   0.52   197.15    0    0
PSZ2_G029.87-17.81  297.5458 -10.6419  212.00  0.00515  0.01097   0.47   233.98    0    1
PSZ2_G030.27-16.94  296.9130  -9.9282  213.00  0.00250  0.01143   0.22   201.78    0    0
PSZ2_G030.70+09.44  273.4417   2.3314  214.00  0.04734  0.01530   3.10   341.62    0    2
